color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
 Black and White,1964,A Hard Day's Night??,0,87,Richard Lester,44,Paul McCartney,785,Ringo Starr,725,George Harrison,704,2538,515005,Comedy|Musical,31429,105,1,boy|concert|drummer|manager|television,219,English,UK,Approved,560000,1.75,7.7
 Black and White,1964,Nothing But a Man??,363,95,Michael Roemer,0,Yaphet Kotto,581,Gloria Foster,99,Ivan Dixon,87,835,12438,Drama|Romance,891,24,1,1960s|father|railroad|town|worker,26,English,USA,Not Rated,160000,,8.1
Color,1964,A Fistful of Dollars??,0,99,Sergio Leone,0,Clint Eastwood,16000,Gian Maria Volont??,360,Aldo Sambrell,93,16534,3500000,Action|Drama|Western,147566,122,1,balladeer|bar|drifter|mexican|revenge,235,Italian,Italy,R,200000,2.35,8
 Black and White,1964,Une Femme Mari??e??,187,94,Jean-Luc Godard,0,Philippe Leroy,12,Macha M??ril,7,Rita Maiden,5,27,,Drama,1962,36,0,acting|actor|face slap|fashion|magazine,10,French,France,,120000,1.37,7.4
Color,1965,The Greatest Story Ever Told??,1000,225,George Stevens,126,Martin Landau,940,Carroll Baker,208,Jos?? Ferrer,202,1934,8000000,Biography|Drama|History,6484,27,6,70mm film|biblical epic|faith|jewish|king herod,100,English,USA,G,20000000,2.76,6.6
Color,1965,Doctor Zhivago??,7000,200,David Lean,767,Julie Christie,597,Klaus Kinski,396,Geraldine Chaplin,382,1966,111722000,Drama|Romance|War,55816,89,2,bolshevik|poet|poetry|russia|russian revolution,255,English,USA,PG-13,11000000,2.35,8
Color,1965,Thunderball??,0,130,Terence Young,92,Desmond Llewelyn,244,Earl Cameron,189,Lois Maxwell,177,1164,63600000,Action|Adventure|Thriller,82073,129,1,domino|fiery redhead|nassau|official james bond series|underwater battle,275,English,UK,Approved,9000000,2.35,7
Color,1965,The Sound of Music??,15000,174,Robert Wise,338,Eleanor Parker,354,Angela Cartwright,209,Nicholas Hammond,195,1495,163214286,Biography|Drama|Family|Musical|Romance,148172,119,3,austria|children|governess|love|orchestral music score,406,English,USA,G,8200000,2.35,8
Color,1965,Major Dundee??,251,152,Sam Peckinpah,541,James Coburn,773,Slim Pickens,575,Warren Oates,288,2888,14873,Adventure|War|Western,5294,53,2,apache|apache indian|confederate|mexico|scout,67,English,USA,Approved,3800000,2.35,6.8
 Black and White,1965,The Party's Over??,32,94,Guy Hamilton,82,Oliver Reed,694,Eddie Albert,196,Louise Sorel,47,964,,Drama,340,12,1,beatnik|businessman|necrophilia|party|partying,7,English,UK,,,1.37,7.3
Color,1965,Pierrot le Fou??,2000,110,Jean-Luc Godard,0,Jean-Paul Belmondo,710,Anna Karina,257,Graziella Galvani,0,967,,Crime|Drama|Romance,19386,96,1,beach|money|on the run|party|smuggling,74,French,France,Not Rated,300000,2.35,7.7
Color,1965,A Charlie Brown Christmas??,0,25,Bill Melendez,36,Peter Robbins,39,Bill Melendez,36,Christopher Shea,27,139,,Animation|Comedy|Family,21826,43,0,christmas|christmas tree|commercialism|meaning of christmas|tree,126,English,USA,TV-G,150000,1.33,8.4
Color,1966,A Man for All Seasons??,2000,120,Fred Zinnemann,160,Robert Shaw,559,Susannah York,269,Paul Scofield,94,1238,,Biography|Drama|History,23713,62,0,catholic|chancellor|divorce|king henry viii|thomas more,167,English,UK,Approved,2000000,1.66,7.9
Color,1966,Harper??,470,121,Jack Smight,22,Janet Leigh,606,Robert Wagner,481,Shelley Winters,367,2402,,Action|Crime|Drama|Mystery|Thriller,5941,22,1,kidnapping|los angeles california|neo noir|private detective|ransom,74,English,USA,Not Rated,3500000,2.35,7
Color,1966,Torn Curtain??,933,128,Alfred Hitchcock,13000,Tamara Toumanova,18,Lila Kedrova,16,David Opatoshu,14,70,,Thriller,18656,64,1,defection|east germany|germany|iron curtain|scientist,137,English,USA,Approved,6000000,1.85,6.7
Color,1966,A Funny Thing Happened on the Way to the Forum??,805,99,Richard Lester,44,Buster Keaton,907,Zero Mostel,164,Phil Silvers,137,1807,,Comedy|Musical,6804,25,0,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,72,English,USA,Approved,2000000,1.85,7
Color,1966,Batman: The Movie??,0,105,Leslie H. Martinson,7,Burgess Meredith,1000,Cesar Romero,370,Burt Ward,356,2658,,Adventure|Comedy|Family,22975,53,1,black cat|catwoman|dc comics|penguin|riddler,155,English,USA,Approved,1377800,1.85,6.5
Color,1966,"The Good, the Bad and the Ugly??",20000,142,Sergio Leone,0,Clint Eastwood,16000,Luigi Pistilli,34,Enzo Petito,24,16089,6100000,Western,503509,181,3,civil war|hitman|outlaw|shootout|spaghetti western,780,Italian,Italy,Approved,1200000,2.35,8.9
Color,1967,You Only Live Twice??,0,117,Lewis Gilbert,43,Donald Pleasence,742,Burt Kwouk,462,Desmond Llewelyn,244,2127,43100000,Action|Adventure|Thriller,75280,130,0,faked death|japan|japanese|poison|secret headquarters,267,English,UK,Approved,9500000,2.35,6.9
 Black and White,1967,In Cold Blood??,0,134,Richard Brooks,174,John Forsythe,255,Robert Blake,220,Will Geer,188,970,,Biography|Crime|Drama|History,19026,79,1,homoeroticism|kansas|murder|police|robbery,128,English,USA,Approved,3500000,2.35,8
Color,1967,Point Blank??,3000,92,John Boorman,128,Lee Marvin,756,Angie Dickinson,754,Carroll O'Connor,480,2715,,Crime|Thriller,13640,87,0,criminal|gangster|money|revenge|violence,128,English,USA,Approved,3000000,2.35,7.4
Color,1967,The Torture Chamber of Dr. Sadism??,200,80,Harald Reinl,2,Christopher Lee,16000,Lex Barker,57,Karin Dor,51,16110,,Horror|Mystery,952,38,0,count|drawn and quartered|tied up|torture chamber|torture device,36,German,West Germany,M,,1.66,6
Color,1968,"Yours, Mine and Ours??",0,111,Melville Shavelson,5,Lucille Ball,6000,Tom Bosley,584,Tim Matheson,559,7493,,Comedy|Family,5888,8,0,nurse|parent|sibling|widow|widower,61,English,USA,Unrated,2500000,1.85,7.2
Color,1968,2001: A Space Odyssey??,24000,161,Stanley Kubrick,0,Keir Dullea,273,Gary Lockwood,117,Glenn Beck,73,727,56715371,Adventure|Mystery|Sci-Fi,427357,285,0,ancient astronaut|famous line|message from outer space|monolith|star child,1736,English,UK,G,12000000,2.2,8.3
Color,1968,Oliver!??,0,153,Carol Reed,82,Oliver Reed,695,Ron Moody,275,Jack Wild,139,1593,16800000,Drama|Family|Musical,25303,56,1,abuse|child|orphan|orphanage|pickpocket,138,English,UK,G,10000000,2.35,7.5
Color,1968,Barbarella??,0,98,Roger Vadim,35,Jane Fonda,949,David Hemmings,178,Milo O'Shea,170,1510,,Adventure|Comedy|Fantasy|Sci-Fi,24436,107,2,41st century|angel|future|laser gun|space opera,186,English,France,PG,9000000,2.35,5.9
Color,1968,Once Upon a Time in the West??,10000,145,Sergio Leone,0,Claudia Cardinale,973,Woody Strode,423,Jack Elam,392,2589,,Western,216005,164,1,gang|gun|harmonica|killing|woman in bathtub,565,English,Italy,PG-13,5000000,2.35,8.6
 Black and White,1968,Night of the Living Dead??,0,96,George A. Romero,0,Judith O'Dea,125,Duane Jones,108,S. William Hinzman,56,403,,Drama|Horror|Mystery,87978,284,5,cemetery|farmhouse|radiation|running out of gas|zombie,580,English,USA,Unrated,114000,1.85,8
Color,1968,Rosemary's Baby??,13000,136,Roman Polanski,2000,John Cassavetes,917,Mia Farrow,563,Charles Grodin,449,2997,,Drama|Horror,140527,215,0,devil worship|incubus|paranoia|raped by a demon|satanism,447,English,USA,R,2300000,1.85,8
Color,1968,Hang 'Em High??,0,114,Ted Post,57,Clint Eastwood,16000,Bruce Dern,844,Alan Hale Jr.,426,18263,,Western,25472,26,3,imperative in title|judge|marshal|murder|vigilante,109,English,USA,M,1800000,1.85,7
Color,1968,Shalako??,209,113,Edward Dmytryk,74,Brigitte Bardot,984,Woody Strode,423,Honor Blackman,387,2140,,Western,1978,10,2,bare chested male bondage|european|female frontal nudity|topless woman|war paint,41,English,UK,PG,1455000,2.35,5.5
Color,1968,Charly??,785,103,Ralph Nelson,17,Cliff Robertson,754,Dick Van Patten,605,Claire Bloom,113,1567,,Drama|Romance|Sci-Fi,4998,32,0,disability|experiment|genius|intelligence|mouse,55,English,USA,PG,,2.35,7.1
 Black and White,1968,Night of the Living Dead??,0,96,George A. Romero,0,Judith O'Dea,125,Duane Jones,108,S. William Hinzman,56,403,,Drama|Horror|Mystery,87978,284,5,cemetery|farmhouse|radiation|running out of gas|zombie,580,English,USA,Unrated,114000,1.85,8
Color,1969,Paint Your Wagon??,0,158,Joshua Logan,32,Clint Eastwood,16000,Lee Marvin,756,Ray Walston,417,17775,,Comedy|Drama|Musical|Romance|Western,9352,20,3,california|farmer|gold|mining|prospector,106,English,USA,PG-13,20000000,2.35,6.7
Color,1969,Sweet Charity??,548,154,Bob Fosse,189,Sammy Davis Jr.,683,Ricardo Montalban,641,Ben Vereen,388,2172,,Comedy|Drama|Music|Musical|Romance,3454,15,0,charity|dancer|foreign language adaptation|hope|taxi dancer,64,English,USA,G,20000000,2.35,7
Color,1969,Machine Gun McCain??,85,96,Giuliano Montaldo,4,John Cassavetes,917,Gena Rowlands,545,Britt Ekland,199,1827,,Crime|Drama|Thriller,618,28,0,casino|gang violence|robbery|suicide|violence,12,English,Italy,GP,,2.35,6.2
Color,1969,On Her Majesty's Secret Service??,0,142,Peter R. Hunt,13,Telly Savalas,803,George Lazenby,314,Desmond Llewelyn,244,1769,22800000,Action|Adventure|Thriller,59941,143,2,bond girl|british|mission|portugal|switzerland,452,English,UK,M,7000000,2.35,6.8
Color,1969,Butch Cassidy and the Sundance Kid??,0,110,George Roy Hill,131,Katharine Ross,640,Ted Cassidy,566,Kenneth Mars,399,2169,102308900,Biography|Crime|Drama|Western,152089,130,1,bolivia|gang|outlaw|posse|train,309,English,USA,M,6000000,2.35,8.1
Color,1969,The Wild Bunch??,0,144,Sam Peckinpah,541,William Holden,682,Warren Oates,288,L.Q. Jones,242,2379,,Action|Adventure|Western,63192,147,1,friendship|honor|righteous rage|soldier|texas,287,English,USA,R,6244087,2.35,8
Color,1969,Topaz??,414,127,Alfred Hitchcock,13000,Roscoe Lee Browne,204,John Vernon,187,Philippe Noiret,148,753,,Drama|Thriller,12677,50,0,1960s|agent|cuba|intelligence|spy,89,English,USA,M,4000000,1.85,6.3
 Black and White,1969,Midnight Cowboy??,0,113,John Schlesinger,154,Brenda Vaccaro,183,Barnard Hughes,89,John McGiver,77,465,,Drama,76616,88,2,gay|homosexual|homosexuality|hustler|male rear nudity,334,English,USA,X,3600000,1.85,7.9
Color,1969,Mississippi Mermaid??,278,123,Fran??ois Truffaut,0,Catherine Deneuve,963,Jean-Paul Belmondo,710,Michel Bouquet,21,1694,26893,Crime|Drama|Romance,4391,35,0,antibes|hotel|island|reunion|reunion island,26,French,France,R,1600000,2.35,7.2
Color,1969,The Stewardesses??,17,93,Al Silliman Jr.,0,Christina Hart,12,Nancy Ison,12,William Condos,0,24,,Comedy|Drama,161,21,0,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,5,English,USA,X,100000,1.37,4
Color,1970,Tora! Tora! Tora!??,0,160,Richard Fleischer,130,Joseph Cotten,469,Richard Anderson,377,James Whitmore,288,1548,14500000,Action|Drama|History|War,25019,79,0,attack|hawaii|navy|pearl harbor|u.s. navy,159,English,Japan,G,25000000,2.35,7.5
Color,1970,Waterloo??,690,134,Sergey Bondarchuk,27,Rod Steiger,279,Dan O'Herlihy,128,Jack Hawkins,87,705,,Action|Drama|History|War,5911,16,2,battle|costume drama|final battle|napoleon|napoleon bonaparte,76,English,Italy,G,25000000,2.35,7.3
Color,1970,Darling Lili??,104,143,Blake Edwards,688,Rock Hudson,638,Vernon Dobtcheff,50,Jeremy Kemp,42,788,5000000,Comedy|Drama|Musical|Romance|War,1547,22,2,crepe suzette|french|mata hari spoof|song|spy,50,English,USA,G,25000000,2.35,6.2
Color,1970,Catch-22??,0,122,Mike Nichols,0,Bob Newhart,643,Bob Balaban,559,Martin Balsam,191,2032,,Comedy|Drama|War,17277,45,0,catch 22|friend|insanity|kneed in the groin|military,124,English,USA,R,18000000,2.35,7.2
Color,1970,Patton??,0,172,Franklin J. Schaffner,76,George C. Scott,654,Karl Malden,416,Bill Hickman,78,1306,,Biography|Drama|War,76398,112,0,allies|dead soldier|destiny|general|tank,258,English,USA,GP,12000000,2.2,8
Color,1970,The Molly Maguires??,608,124,Martin Ritt,58,Frank Finlay,338,Anthony Zerbe,275,Samantha Eggar,104,800,,Drama|History,2603,13,0,coal|detective|irish|irish immigrant|pennsylvania,36,English,USA,PG,11000000,2.35,6.9
Color,1970,The Ballad of Cable Hogue??,357,121,Sam Peckinpah,541,Slim Pickens,575,Jason Robards,372,L.Q. Jones,242,1970,,Comedy|Drama|Romance|Western,6350,31,2,desert|partner|prostitute|stagecoach|water,62,English,USA,R,3716946,1.85,7.3
Color,1970,Beneath the Planet of the Apes??,0,95,Ted Post,57,Linda Harrison,220,Gregory Sierra,162,Victor Buono,158,1186,,Action|Adventure|Sci-Fi,32378,78,0,ape|astronaut|mission|planet|rescue,150,English,USA,G,3000000,2.35,6.1
Color,1970,Cotton Comes to Harlem??,477,97,Ossie Davis,282,Redd Foxx,586,Cleavon Little,434,Calvin Lockhart,148,1581,,Action|Comedy,1172,30,1,black cop|chase|cotton|four word title|new york city,27,English,USA,R,1200000,1.85,6.6
Color,1970,Beyond the Valley of the Dolls??,0,109,Russ Meyer,199,Charles Napier,503,Cynthia Myers,46,Harrison Page,44,731,9000000,Comedy|Drama|Music,7584,101,8,band|drugs|friendship|hollywood|satire,137,English,USA,X,900000,2.35,6.2
Color,1970,The Conformist??,0,106,Bernardo Bertolucci,973,Jean-Louis Trintignant,319,Stefania Sandrelli,90,Dominique Sanda,48,500,,Drama,17813,120,1,fascist|gun|italy|nudity|sexuality,101,Italian,Italy,R,750000,1.66,8.1
Color,1970,Woodstock??,0,215,Michael Wadleigh,14,Joe Cocker,262,Jimi Hendrix,227,Joan Baez,136,778,13300000,Documentary|History|Music,12631,53,0,drugs|hippie|music festival|the who|woodstock,63,English,USA,R,600000,2.2,8.1
Color,1971,The French Connection??,0,104,William Friedkin,607,Roy Scheider,813,Fernando Rey,165,Tony Lo Bianco,109,1196,,Action|Crime|Drama|Thriller,82476,138,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,280,English,USA,R,1800000,1.85,7.8
Color,1971,Fiddler on the Roof??,0,181,Norman Jewison,278,Topol,402,Paul Michael Glaser,343,Rosalind Harris,51,934,50000000,Drama|Family|Musical|Romance,29839,66,0,immigration|jewish|pogrom|tradition|tradition versus modernity,150,English,USA,G,9000000,2.35,8
Color,1971,Diamonds Are Forever??,0,120,Guy Hamilton,82,Desmond Llewelyn,244,Lois Maxwell,177,Jill St. John,175,1105,43800000,Action|Adventure|Thriller,74249,120,2,cat|diamond|ford mustang|james bond 007|yanked off bikini top,276,English,UK,GP,7200000,2.35,6.7
Color,1971,The Andromeda Strain??,0,115,Robert Wise,338,David Wayne,116,Paula Kelly,112,Eric Christmas,45,394,,Sci-Fi|Thriller,25857,57,0,alien|baby|new mexico|satellite|scientist,171,English,USA,G,6500000,2.35,7.2
Color,1971,Willy Wonka & the Chocolate Factory??,0,89,Mel Stuart,21,Peter Ostrum,240,Jack Albertson,177,Julie Dawn Cole,124,1011,,Family|Fantasy|Musical,128334,104,1,candy|chocolate|factory|miniaturization|sudden change in size,349,English,USA,G,3000000,1.33,7.8
Color,1971,Escape from the Planet of the Apes??,819,98,Don Taylor,11,Roddy McDowall,595,M. Emmet Walsh,521,Sal Mineo,450,2373,,Action|Sci-Fi,23546,74,0,ape|fear|future|spacecraft|spaceship,92,English,USA,G,2500000,2.35,6.3
Color,1971,The French Connection??,0,104,William Friedkin,607,Roy Scheider,813,Fernando Rey,165,Tony Lo Bianco,109,1196,,Action|Crime|Drama|Thriller,82476,138,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,280,English,USA,R,1800000,1.85,7.8
Color,1971,Bananas??,0,82,Woody Allen,11000,Woody Allen,11000,Charlotte Rae,430,Louise Lasser,167,11700,,Comedy,27646,40,3,fictitious country|latin america|president|rebellion|reference to fidel castro,105,English,USA,GP,2000000,1.37,7.1
Color,1971,Sweet Sweetback's Baadasssss Song??,566,97,Melvin Van Peebles,101,John Amos,982,Mario Van Peebles,535,Melvin Van Peebles,101,1631,15180000,Crime|Drama|Thriller,3340,38,1,black panther|hells angels|on the run|racist|racist cop,50,English,USA,R,500000,1.37,5.5
Color,1971,The Night Visitor??,65,106,Laslo Benedek,6,Liv Ullmann,440,Trevor Howard,98,Andrew Keir,13,564,,Crime|Horror|Thriller,544,14,1,escape|independent film|mental illness|prison|revenge,19,English,USA,GP,,,6.8
Color,1971,Pink Narcissus??,85,65,James Bidgood,0,Don Brooks,0,Bobby Kendall,0,,,0,8231,Drama|Fantasy,803,8,1,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,16,English,USA,Not Rated,27000,1.37,6.7
 Black and White,1972,Solaris??,0,115,Andrei Tarkovsky,0,Donatas Banionis,29,Anatoliy Solonitsyn,29,Natalya Bondarchuk,12,95,,Drama|Mystery|Sci-Fi,54057,144,0,hallucination|ocean|psychologist|scientist|space station,236,Russian,Soviet Union,PG,1000000,2.35,8.1
Color,1972,The Godfather??,43000,175,Francis Ford Coppola,0,Al Pacino,14000,Marlon Brando,10000,Robert Duvall,3000,28122,134821952,Crime|Drama,1155770,208,1,crime family|mafia|organized crime|patriarch|rise to power,2238,English,USA,R,6000000,1.85,9.2
Color,1972,1776??,0,168,Peter H. Hunt,0,Blythe Danner,713,Ken Howard,649,Howard Caine,69,1541,,Drama|Family|History|Musical,6303,34,0,continental congress|debate|declaration of independence|massachusetts|pennsylvania,129,English,USA,PG,4000000,2.35,7.6
Color,1972,Frenzy??,0,116,Alfred Hitchcock,13000,Bernard Cribbins,195,Jean Marsh,146,Clive Swift,118,771,,Thriller,30982,110,0,penknife|police|rape|serial killer|united kingdom,199,English,UK,R,2000000,1.85,7.5
 Black and White,1972,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask??,0,88,Woody Allen,11000,Woody Allen,11000,John Carradine,300,Lynn Redgrave,258,12034,,Comedy,31077,50,5,aphrodisiac|court jester|jester|queen|written and directed by cast member,78,English,USA,R,2000000,1.85,6.8
Color,1972,Conquest of the Planet of the Apes??,794,88,J. Lee Thompson,88,Roddy McDowall,595,Gordon Jump,70,John Randolph,67,941,,Action|Sci-Fi,23268,80,0,ape|future|intelligence|revolution|slave revolt,95,English,USA,PG,1700000,2.35,6.1
Color,1972,Silent Running??,0,89,Douglas Trumbull,136,Bruce Dern,844,Ron Rifkin,184,Jesse Vint,42,1080,,Drama|Sci-Fi,20678,87,1,forest|greenhouse|plant|robot|space,199,English,USA,GP,1000000,1.85,6.7
Color,1972,Cries & Whispers??,0,91,Ingmar Bergman,0,Liv Ullmann,440,Ingrid Thulin,132,Erland Josephson,92,809,,Drama,19964,76,0,dying|love|mansion|selfishness|turn of the century,197,Swedish,Sweden,R,400000,1.66,8.2
Color,1972,Pink Flamingos??,0,108,John Waters,0,Divine,462,Mink Stole,143,Edith Massey,105,760,180483,Comedy|Crime|Horror,16792,73,2,absurd humor|egg|gross out humor|lesbian|sex,183,English,USA,NC-17,10000,1.37,6.1
Color,1973,Mean Streets??,0,112,Martin Scorsese,17000,Robert De Niro,22000,David Carradine,926,David Proval,354,23737,32645,Crime|Drama|Romance|Thriller,67797,112,0,bar|catholic guilt|epilepsy|italian american|money,223,English,USA,R,500000,1.85,7.4
Color,1973,The Exorcist??,18000,132,William Friedkin,607,Ellen Burstyn,1000,Linda Blair,931,Lee J. Cobb,259,2466,204565000,Horror,284252,304,0,demonic possession|exorcism|exorcist|loss of innocence|priest,1058,English,USA,R,8000000,1.37,8
Color,1973,Live and Let Die??,0,121,Guy Hamilton,82,Yaphet Kotto,581,Geoffrey Holder,547,Clifton James,189,1865,35400000,Action|Adventure|Thriller,74957,136,3,british|cards|heroin|murder|tarot card,251,English,UK,PG,7000000,1.66,6.8
Color,1973,The Sting??,0,129,George Roy Hill,131,Eileen Brennan,1000,Robert Shaw,559,Ray Walston,417,2387,159600000,Comedy|Crime|Drama,175607,119,0,con|con man|courier|long con|murder,252,English,USA,PG,5500000,1.85,8.3
Color,1973,High Plains Drifter??,0,105,Clint Eastwood,16000,Clint Eastwood,16000,Richard Bull,742,John Hillerman,258,17599,,Mystery|Western,36381,72,0,gravestone|gunfighter|outlaw|revenge|small town,169,English,USA,R,5500000,2.35,7.6
Color,1973,Pat Garrett & Billy the Kid??,0,106,Sam Peckinpah,541,James Coburn,773,Bob Dylan,476,Jason Robards,372,2409,,Biography|Drama|Romance|Western,13467,54,0,bare breasts|flogging|human branding|man slaps a woman|manhunt,106,English,USA,R,4638783,2.35,7.4
